name,src_file,src_line,total_ns,total_perc,counts,mean_ns,min_ns,max_ns,std_ns,percentile_ns,truncated_mean_ns
fo::ServerEngine::ProcessConnection,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,2131,71550,0.000669,83,862,90,8050,5649.967266,1164,668
OnCritterSendInitialInfo,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Entity.h,307,470,0.000004,2,235,130,340,148.492424,330,130
fo::ServerEngine::LoginPlayerToNewRecord,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,2855,2180,0.000020,1,2180,2180,2180,0.000000,2180,2180
fo::ServerEngine::ProcessPlayer,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,2043,109421,0.001023,80,1367,790,8079,17525.370418,2580,1143
fo::NetBuffer::CopyBuf,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\NetBuffer.cpp,130,6461,0.000060,264,24,1,410,38.095487,70,17
fo::NetworkServer_Asio::AcceptNext,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\NetworkServer-Asio.cpp,314,44851,0.000419,1,44851,44851,44851,0.000000,44851,44851
fo::AnyData::Document::Copy,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\AnyData.cpp,164,1710,0.000016,2,855,810,900,226.384628,896,810
fo::Map::SetItem,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Map.cpp,543,1380,0.000013,1,1380,1380,1380,0.000000,1380,1380
fo::Properties::Properties,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Properties.cpp,182,2320,0.000022,6,386,30,1640,850.709821,1288,136
fo::ServerEngine::UnloginedPlayerJob,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,802,6910,0.000065,3,2303,430,5140,933470.513105,4760,885
fo::RawDataToValue,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\PropertiesSerializator.cpp,1036,1220,0.000011,2,610,360,860,1422.989810,835,360
fo::ScriptArray::Construct,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptArray.cpp,654,6771,0.000063,3,2257,290,5951,4846.193042,5409,410
fo::PropertiesSerializator::SavePropertyToValue,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\PropertiesSerializator.cpp,129,1410,0.000013,3,470,280,620,2474.297880,609,395
fo::EngineMetadata::CheckMigrationRule,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\EngineBase.cpp,1047,890,0.000008,6,148,20,500,189.041794,433,78
fo::SyncContext::EnsureEntitySyncedImpl,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,1132,14841,0.000139,20,742,1,6310,1516.672900,3004,449
fo::GlobalMapGroup::AddMember,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Critter.cpp,801,770,0.000007,1,770,770,770,0.000000,770,770
fo::DataBaseImpl::Update,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\DataBase.cpp,694,32491,0.000304,3,10830,5260,19631,8224.949878,18428,6430
fo::ServerEngine::CreateCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,2185,32371,0.000303,1,32371,32371,32371,0.000000,32371,32371
fo::EntityManager::RegisterCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntityManager.cpp,1168,10610,0.000099,2,5305,230,10380,9063.015503,9873,230
fo::TimeMeter::TimeMeter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Essentials\TimeRelated.cpp,125,50,0.000000,1,50,50,50,0.000000,50,50
fo::ServerConnection::OutBufAccessor::OutBufAccessor,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\ServerConnection.cpp,44,52611,0.000492,24,2192,20,20095,5653.844683,16541,688
fo::MapManager::ProcessCritterLook,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\MapManager.cpp,1341,3960,0.000037,6,660,40,2840,2851.248849,2333,224
fo::Player::Send_LoginSuccess,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Player.cpp,242,2170,0.000020,1,2170,2170,2170,0.000000,2170,2170
fo::DbMemory::UpdateRecord,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\DataBase-Memory.cpp,81,7690,0.000072,3,2563,1690,3500,963.095790,3400,2095
fo::NetBuffer::EncryptKey,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\NetBuffer.cpp,79,6890,0.000064,293,23,1,2660,155.031581,40,12
fo::ServerEngine::Process_RemoteCall,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,4524,3500,0.000033,1,3500,3500,3500,0.000000,3500,3500
fo::ItemManager::CreateItemOnHex,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\ItemManager.cpp,154,4230,0.000040,1,4230,4230,4230,0.000000,4230,4230
void EnterWorld(Player@),C:/Users/vladr/lf-6/Engine/Examples/MinimalMultiplayer/Scripts/Tutorial.fos,79,66502,0.000622,1,66502,66502,66502,0.000000,66502,66502
fo::Player::SetControlledCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Player.cpp,146,220,0.000002,1,220,220,220,0.000000,220,220
fo::EntityLock::TryAcquire,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,465,54496,0.000510,237,229,10,10145,675.047817,564,162
fo::MapManager::ProcessVisibleCritters,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\MapManager.cpp,1316,2240,0.000021,3,746,270,1100,7516.055082,1077,570
OnGlobalMapCritterOut,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Entity.h,307,90,0.000001,1,90,90,90,0.000000,90,90
fo::MapManager::CreateLocation,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\MapManager.cpp,434,23562,0.000220,1,23562,23562,23562,0.000000,23562,23562
fo::MapManager::GenerateMapContent,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\MapManager.cpp,319,4130,0.000039,1,4130,4130,4130,0.000000,4130,4130
hstring[]@ $list(int&in) { repeat hstring },C:/Users/vladr/lf-6/Engine/Examples/MinimalMultiplayer/Engine/Source/Scripting/AngelScript/CoreScripts/Core.fos,0,1290,0.000012,1,1290,1290,1290,0.000000,1290,1290
Server_Map_AddCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Build\windows\GeneratedSource\MetadataRegistration-Server.gen.cpp,4171,4281,0.000040,1,4281,4281,4281,0.000000,4281,4281
fo::ScriptArray::DeleteBuffer,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptArray.cpp,647,420,0.000004,3,140,100,170,1020.735029,168,125
fo::Player::Send_InitData,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Player.cpp,786,2120,0.000020,1,2120,2120,2120,0.000000,2120,2120
fo::RawBytesPtr,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\PropertiesSerializator.cpp,236,90,0.000001,2,45,40,50,7.071068,50,40
fo::SyncContext::ReleaseLocks,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,1715,237083,0.002217,2099,112,1,12980,637.421078,311,54
fo::Map::RecacheHexFlags,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Map.cpp,1026,2920,0.000027,3,973,40,2700,1496.974783,2448,110
fo::AnyData::Value::Copy,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\AnyData.cpp,116,1150,0.000011,8,143,10,310,92.266694,271,120
fo::ScriptArray::~ScriptArray,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptArray.cpp,395,300,0.000003,3,100,60,130,1195.533354,128,85
fo::MapManager::Transfer,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\MapManager.cpp,899,7520,0.000070,1,7520,7520,7520,0.000000,7520,7520
fo::PropertiesSerializator::SaveToDocument,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\PropertiesSerializator.cpp,43,1431,0.000013,1,1431,1431,1431,0.000000,1431,1431
fo::Critter::Send_AddItemOnMap,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Critter.cpp,1418,610,0.000006,3,203,90,400,15007.254696,372,105
fo::ServerEngine::OnNewConnection,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,1872,2040,0.000019,1,2040,2040,2040,0.000000,2040,2040
fo::ServerConnection::InBufAccessor::Unlock,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\ServerConnection.cpp,112,9340,0.000087,113,82,9,470,56.044784,164,74
fo::Location::AddMap,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Location.cpp,197,7800,0.000073,1,7800,7800,7800,0.000000,7800,7800
fo::NetworkServerConnection::SetAsyncCallbacks,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\NetworkServer.cpp,126,1010,0.000009,1,1010,1010,1010,0.000000,1010,1010
Server_Player_SetName,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Build\windows\GeneratedSource\MetadataRegistration-Server.gen.cpp,3511,6090,0.000057,1,6090,6090,6090,0.000000,6090,6090
fo::ServerConnection::InBufAccessor::Lock,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\ServerConnection.cpp,103,11110,0.000104,105,105,9,360,64.075301,208,96
fo::NetInBuffer::Pop,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\NetBuffer.cpp,303,3220,0.000030,15,214,20,700,216.840956,588,180
fo::ServerConnection::AsyncSendData,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\ServerConnection.cpp,335,34510,0.000323,32,1078,70,14000,9713.845827,3131,543
fo::MapManager::IsCritterSeeCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\MapManager.cpp,1516,260,0.000002,2,130,80,180,70.710678,175,80
fo::ProtoManager::GetProtoItem,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\ProtoManager.cpp,187,310,0.000003,2,155,40,270,181.796590,259,40
fo::NetworkServerConnection_Asio::AsyncWriteComplete,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\NetworkServer-Asio.cpp,224,1810,0.000017,21,86,20,210,24040.019852,180,80
fo::Item::Item,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Item.cpp,47,70,0.000001,1,70,70,70,0.000000,70,70
fo::DataBase::Update,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\DataBase.cpp,268,720,0.000007,3,240,140,410,16740.297205,386,155
fo::ServerEngine::UpdateJobStats,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,901,159013,0.001487,641,248,100,15011,982.138848,310,171
fo::Player::ResetViewMap,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Player.cpp,228,600,0.000006,1,600,600,600,0.000000,600,600
fo::EmitLogMessage,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Essentials\Logging.cpp,147,770406,0.007205,5,154081,99282,201780,43767.598892,199211,142156
fo::NetOutBuffer::WritePropsData,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\NetBuffer.cpp,197,1728,0.000016,8,216,49,839,610.754568,664,127
fo::Critter::AddVisibleCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Critter.cpp,844,6000,0.000056,2,3000,1480,4520,2149.604615,4368,1480
fo::Player::Send_Ping,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Player.cpp,748,6621,0.000062,6,1103,741,1790,60794.221931,1648,966
fo::Map::AddCritterToField,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Map.cpp,429,15790,0.000148,2,7895,490,15300,11895.766054,14560,490
fo::EntityManager::RegisterMap,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntityManager.cpp,1144,880,0.000008,1,880,880,880,0.000000,880,880
fo::SyncContext::AcquireLocks,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,1433,235290,0.002201,87,2704,230,12340,48384.732599,4260,2356
fo::ScriptArray::GetBuffer,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptArray.cpp,1069,240,0.000002,9,26,10,60,20.627651,56,22
fo::EntityManager::RegisterPlayer,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntityManager.cpp,1077,980,0.000009,1,980,980,980,0.000000,980,980
fo::Critter::Send_AddCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Critter.cpp,1370,2540,0.000024,5,508,40,2040,16897.507952,1688,125
fo::NetworkServerConnection::SendCallback,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\NetworkServer.cpp,186,6081,0.000057,32,190,30,351,10407.000944,334,179
fo::DbMemory::InsertRecord,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\DataBase-Memory.cpp,67,2460,0.000023,1,2460,2460,2460,0.000000,2460,2460
fo::Properties::AllocOverlayData,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Properties.cpp,308,2700,0.000025,14,192,10,750,1406.944206,705,150
fo::ServerEngine::OnSendItemValue,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,3799,760,0.000007,1,760,760,760,0.000000,760,760
fo::Map::AddCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Map.cpp,346,1540,0.000014,2,770,480,1060,17623.677255,1031,480
fo::Platform::GetCpuUsageSnapshot,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Essentials\Platform.cpp,354,2086006,0.019510,10,208600,153083,232880,22368.519576,227896,205902
fo::NetOutBuffer::EndMsg,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\NetBuffer.cpp,230,4770,0.000045,23,207,60,510,173.057269,394,183
fo::NetworkServer_Asio::AcceptConnection,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\NetworkServer-Asio.cpp,323,11240,0.000105,1,11240,11240,11240,0.000000,11240,11240
fo::SyncContext::AcquireLocksOrderedFair,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,1520,9030,0.000084,1,9030,9030,9030,0.000000,9030,9030
fo::ScriptArray::GetArrayItemPointer,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptArray.cpp,1100,840,0.000008,12,70,10,210,91.998024,193,57
fo::InboundRemoteCallHandler,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptRemoteCalls.cpp,292,3980,0.000037,1,3980,3980,3980,0.000000,3980,3980
fo::ScriptArray::GetBuffer,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptArray.cpp,1080,230,0.000002,10,23,10,60,18.885621,55,18
fo::EntityManager::CaptureFreshEntity,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntityManager.cpp,1407,920,0.000009,5,184,30,410,1907.242774,402,127
fo::Map::GetSpectatorPlayersForSend,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Map.cpp,274,730,0.000007,2,365,240,490,176.776695,478,240
fo::ProtoManager::GetProtoLocation,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\ProtoManager.cpp,226,530,0.000005,1,530,530,530,0.000000,530,530
fo::ScriptArray::Destruct,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptArray.cpp,689,1700,0.000016,3,566,370,670,345.071007,669,515
Server_Player_SwitchCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Build\windows\GeneratedSource\MetadataRegistration-Server.gen.cpp,3519,1040,0.000010,1,1040,1040,1040,0.000000,1040,1040
fo::ScriptGenericCall,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptCall.cpp,332,27510,0.000257,12,2292,300,6780,137667.474174,4910,1884
fo::get_this_thread_name,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Essentials\Threading.cpp,319,330,0.000003,5,66,60,70,5.477226,70,66
fo::ServerConnection::InBufAccessor::~InBufAccessor,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\ServerConnection.cpp,96,28262,0.000264,97,291,10,8921,938.458482,366,189
fo::NetBuffer::GetData,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\NetBuffer.cpp,48,1090,0.000010,21,51,10,240,48.031760,90,42
fo::ServerEngine::RunScriptContext,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,114,8490,0.000079,1,8490,8490,8490,0.000000,8490,8490
fo::Properties::AllocData,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Properties.cpp,193,1600,0.000015,6,266,10,1450,579.988965,1103,30
fo::Player::Send_PlaceToGameComplete,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Player.cpp,841,1510,0.000014,1,1510,1510,1510,0.000000,1510,1510
OnItemOnMapAppeared,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Entity.h,307,110,0.000001,2,55,20,90,49.497475,87,20
fo::ServerEngine::UnlockForPropertyAccess,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,187,242213,0.002265,1312,184,10,26131,1126.377752,400,143
Server_Game_LoginPlayerToNewRecord,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Build\windows\GeneratedSource\MetadataRegistration-Server.gen.cpp,3015,3910,0.000037,1,3910,3910,3910,0.000000,3910,3910
fo::ServerEngine::PlayerJob,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,867,155732,0.001457,80,1946,1010,11890,64290.799030,2663,1769
Server_Critter_TransferToMap_2,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Build\windows\GeneratedSource\MetadataRegistration-Server.gen.cpp,4328,5130,0.000048,1,5130,5130,5130,0.000000,5130,5130
fo::ItemManager::CreateItem,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\ItemManager.cpp,107,7371,0.000069,1,7371,7371,7371,0.000000,7371,7371
fo::DataBase::Insert,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\DataBase.cpp,260,130,0.000001,1,130,130,130,0.000000,130,130
fo::ScriptArray::GetArrayItemPointer,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptArray.cpp,1091,3160,0.000030,10,316,20,2580,812.278004,1500,64
Server_Game_CreateCritter,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Build\windows\GeneratedSource\MetadataRegistration-Server.gen.cpp,2787,3270,0.000031,1,3270,3270,3270,0.000000,3270,3270
fo::ServerEntity::SetId,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\ServerEntity.cpp,145,130,0.000001,6,21,10,50,18.363006,48,16
fo::EntityLock::Release,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,229,427761,0.004001,1492,286,10,20106,711.696882,650,228
fo::Critter::GetInvItems,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Critter.cpp,1054,170,0.000002,2,85,40,130,63.639610,126,40
fo::GameTimer::IsTimeSynchronized,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Timer.cpp,50,220015,0.002058,1967,111,10,8741,304.210953,280,88
fo::SyncContext::RetainEntityPairInCurrentChain,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,1787,310,0.000003,1,310,310,310,0.000000,310,310
fo::NetworkServer::ConnectionRegistry::TrackConnection,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\NetworkServer.cpp,100,980,0.000009,1,980,980,980,0.000000,980,980
fo::DataBaseImpl::CommitNextChange,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\DataBase.cpp,983,11791,0.000110,4,2947,1760,5040,5168.079044,4713,2250
fo::ServerEngine::OnSaveSynchronizedTime,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,3732,176007,0.001646,659,267,40,9405,1121.186976,420,202
fo::CritterManager::CreateCritterOnMap,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\CritterManager.cpp,153,4140,0.000039,1,4140,4140,4140,0.000000,4140,4140
fo::NetworkServerConnection_Asio::StartAsyncRead,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\NetworkServer-Asio.cpp,179,220,0.000002,1,220,220,220,0.000000,220,220
fo::Critter::GetInvItems,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Critter.cpp,1063,760,0.000007,2,380,210,550,240.416306,533,210
fo::EngineMetadata::GetPropertyRegistrator,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\EngineBase.cpp,715,2590,0.000024,6,431,90,1040,659.885748,938,310
fo::Critter::GetCritters,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Critter.cpp,690,830,0.000008,1,830,830,830,0.000000,830,830
fo::Properties::CopyFrom,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Properties.cpp,767,3460,0.000032,5,692,40,2980,2936.400858,2430,120
fo::Map::AddItem,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Map.cpp,487,4330,0.000040,1,4330,4330,4330,0.000000,4330,4330
fo::MapManager::RemoveCritterFromMap,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\MapManager.cpp,1213,4530,0.000042,1,4530,4530,4530,0.000000,4530,4530
fo::Player::Player,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Player.cpp,51,1170,0.000011,1,1170,1170,1170,0.000000,1170,1170
fo::Properties::SetValue,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Properties.cpp,2202,550,0.000005,1,550,550,550,0.000000,550,550
fo::ServerEngine::CalculateBusyCpuLoad,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,996,1160,0.000011,20,58,10,250,60.052609,155,47
fo::WriteLogMessage,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Essentials\Logging.cpp,79,3540,0.000033,5,708,370,1130,177876.794989,1078,602
fo::ServerEngine::Process_Handshake,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,2618,11271,0.000105,1,11271,11271,11271,0.000000,11271,11271
fo::Map::FindStartHex,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Map.cpp,301,8301,0.000078,1,8301,8301,8301,0.000000,8301,8301
fo::EntityLock::UnregisterDescendantHold,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,350,26177,0.000245,162,161,20,6886,540.019352,309,106
fo::ScriptArray::At,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Scripting\AngelScript\AngelScriptArray.cpp,620,760,0.000007,12,63,0,210,190.727793,210,63
fo::Map::Map,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Map.cpp,55,70,0.000001,1,70,70,70,0.000000,70,70
fo::ServerConnection::ServerConnection,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\ServerConnection.cpp,126,6240,0.000058,1,6240,6240,6240,0.000000,6240,6240
fo::ServerEngine::OnSaveEntityValue,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\Server.cpp,3673,6950,0.000065,16,434,30,2710,4083.168508,1578,282
Entity@[]@ $list(int&in) { repeat Entity@ },C:/Users/vladr/lf-6/Engine/Examples/MinimalMultiplayer/Engine/Source/Scripting/AngelScript/CoreScripts/Core.fos,0,1510,0.000014,2,755,550,960,5698.074236,940,550
fo::SyncContext::Release,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntitySync.cpp,1318,395688,0.003701,2036,194,10,31201,1188.012912,460,137
fo::Properties::RebuildOverlayFromFullData,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Properties.cpp,659,8910,0.000083,5,1782,1130,2710,805.409834,2576,1550
OnItemInit,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Common\Entity.h,307,90,0.000001,1,90,90,90,0.000000,90,90
fo::EntityManager::CallInit,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\EntityManager.cpp,945,2360,0.000022,1,2360,2360,2360,0.000000,2360,2360
fo::EncodeBackendDbKey,C:\Users\vladr\lf-6\Engine\Examples\MinimalMultiplayer\Engine\Source\Server\DataBase.cpp,1927,280,0.000003,4,70,50,110,27.080128,102,56
